speed_kmh,slope,distance_km,energy_wh,wh_per_km,road_type
111.44,-1.14,12.8462,9444.0469,735.1638014049654,3
7.42,-2.089,16.407,4727.6757,288.14992149656905,3
11.08,7.618,35.3413,5454.0015,154.323894201638,3
19.53,5.2,24.9146,7491.3559,300.6818083607902,2
71.43,1.762,18.7212,8609.2503,459.865588762092,3
18.06,7.391,45.0397,8166.8158,181.3249033900716,2
116.17,5.752,35.3684,12879.0571,364.1406800356301,2
53.61,8.704,24.7832,7711.3546,311.1527973251637,1
60.18,-3.848,21.1223,8576.6191,406.04590707841396,2
29.6,2.637,40.963,8768.7158,214.0645484557093,3
56.52,5.601,8.7289,8883.3249,1017.6874645922267,2
79.43,-1.888,33.2413,9956.5879,299.524797263081,2
90.14,-0.093,1.1487,7653.6052,6663.053024370636,1
90.46,1.285,0.4473,8972.0107,20056.37559544679,1
69.35,6.915,46.596,10517.4664,225.71604855565957,2
108.52,2.404,25.748,10699.8251,415.55897967323676,2
98.09,2.393,15.8244,9248.847,584.468963891094,2
90.85,1.463,39.7553,10859.6135,273.16112364784095,1
6.67,-1.571,49.2429,8409.6828,170.77953981843862,1
25.49,-0.233,1.9942,5204.6249,2609.830524619142,3
79.62,3.512,42.7536,8586.412,200.83471657624386,3
49.34,-2.768,27.8801,8913.3603,319.70367235926375,3
48.29,1.514,44.1488,9359.4903,211.9986847961196,1
106.15,8.557,34.7627,12275.3651,353.11896894867607,1
107.47,9.932,23.5822,12709.2408,538.9330864233216,2
109.1,0.426,8.1512,10334.7882,1267.891457188481,3
37.67,-2.69,19.5541,7678.3005,392.6701691498356,2
82.93,-0.283,39.3785,10024.0605,254.55642854186368,2
32.6,-0.091,11.7725,5194.811,441.2671316838892,1
22.87,4.668,35.6471,8474.218,237.72539267539474,2
22.16,2.442,12.4425,6270.949,503.9945149359406,2
41.05,6.527,23.2304,6400.1944,275.50984332895825,1
51.59,5.52,4.3631,7683.796,1761.1037439404145,1
99.71,-1.23,22.8044,9880.6135,433.27618795353186,1
14.39,6.764,30.6739,7052.8984,229.93190726132545,1
88.19,7.712,28.2096,11106.2663,393.70561770401554,3
63.77,3.976,20.3827,9435.8341,462.9339495019986,3
34.55,8.915,18.5478,5904.0874,318.3174962971278,3
59.14,6.744,13.8424,7645.476,552.3230909383229,2
35.99,3.931,38.3785,8057.2945,209.9429636123997,3
71.53,8.592,39.1536,11202.8774,286.1260685025138,1
52.06,4.005,24.2031,7056.9468,291.57232547687545,3
19.73,2.818,19.1898,6591.1856,343.4728144650189,1
13.99,0.344,31.9074,7014.4483,219.8376202955269,3
65.6,8.243,27.9308,8765.6631,313.8345354642473,3
108.29,-3.159,33.396,8611.7004,257.86585570667336,1
41.27,2.103,15.3702,6228.3329,405.2219861294526,1
87.96,3.061,39.4386,10022.5729,254.13077467259407,2
79.04,3.321,15.9055,8292.1464,521.3394091699286,2
111.79,4.778,20.9943,9702.2235,462.13627256292324,2
98.52,2.587,6.7079,10372.8175,1546.3597566450019,3
67.99,-1.148,42.7829,10041.8182,234.71553633018988,3
78.84,7.854,32.2493,10453.8265,324.15709803970634,1
107.81,4.863,11.8408,10027.1477,846.8285231748432,1
47.94,7.873,42.6007,9989.5084,234.49147858565797,2
39.22,-0.859,35.2692,9412.5659,266.8780024505425,1
99.19,5.713,49.4932,12653.4377,255.66034493219766,1
96.12,0.751,16.9268,9693.7713,572.6889017313412,1
12.53,7.184,5.0675,6380.681,1259.1320263979005,1
69.22,-4.962,36.6996,8954.6689,243.99904477141823,1
55.68,3.924,37.8767,10032.1178,264.86217931668585,1
14.25,4.204,3.0424,4599.7765,1511.9112519907796,2
117.67,3.008,40.989,13107.1092,319.7712716637553,2
25.76,4.451,38.8195,7492.2927,193.00341959663777,3
8.07,-2.492,46.4869,8685.2228,186.83178470759913,2
71.38,5.272,6.0156,8094.746,1345.625429416682,1
88.66,0.037,30.0804,9959.5447,331.0975165554345,2
79.05,-0.003,20.0322,8682.7499,433.4406631222712,2
63.88,2.109,13.328,7189.5414,539.430064565424,3
12.39,4.324,22.52,4649.5863,206.4651647300647,3
20.7,7.575,5.7325,5491.3097,957.921001591858,3
68.16,2.252,15.2454,6922.4917,454.0701381852614,1
35.56,-0.152,3.6388,5749.2533,1579.9667228371795,3
112.6,2.319,24.6424,11485.4972,466.08648898599364,2
98.25,5.332,14.9045,8275.4903,555.2346380921156,2
118.03,0.201,29.5564,12268.68,415.09390030347686,2
31.16,1.214,22.8767,6599.2517,288.4708864971185,3
116.37,3.443,12.2683,11535.3473,940.2587424430325,3
51.75,-0.59,5.2367,7690.803,1468.6306500401479,1
41.7,-1.864,37.6905,8423.7333,223.49750491551265,3
6.04,-2.894,31.6933,5858.209,184.84052987352587,2
6.33,0.289,1.7432,3909.5171,2242.7156099142258,1
83.04,-4.275,49.4693,10068.9699,203.53959855362388,2
54.95,3.752,32.1603,9797.4453,304.6444239300793,1
27.18,-2.361,10.4383,5695.5268,545.6362783898186,3
73.68,0.661,42.0408,10100.3779,240.25183476489502,1
30.34,-0.962,44.1168,7030.4657,159.3601879873982,3
69.32,4.456,28.7269,11391.9925,396.5618270480291,3
43.11,7.755,44.2901,8706.2084,196.57254608153988,2
98.83,4.5,1.5557,8593.7727,5524.15821761035,3
98.48,3.138,47.2638,11657.5361,246.6482051959183,3
57.28,5.036,2.9545,7381.4243,2498.400212953678,3
42.1,-4.55,32.1553,8501.4565,264.387706143147,2
43.51,-3.157,17.3601,7614.1087,438.59713271301507,3
96.69,-3.576,2.0617,7809.9063,3788.1156612163945,2
39.38,-3.527,46.4715,8248.0607,177.48648367589922,1
25.09,-1.093,6.8543,4332.9296,632.1432921355789,2
10.16,2.981,42.7018,7645.992,179.05535009242246,2
56.0,-3.28,16.5842,7940.8291,478.8184812841487,3
57.86,9.027,37.0841,8800.1574,237.30281304129406,2
100.91,7.814,12.7856,10207.2959,798.342037289997,1
26.55,9.575,29.2134,7967.2186,272.7252305259064,2
45.72,-4.362,39.9977,9212.6832,230.33012271912162,3
97.01,7.771,28.3524,11086.3615,391.02057908099806,1
98.83,7.056,15.397,10217.8089,663.6245260132756,3
46.15,8.532,11.7484,4882.3294,415.57245860946506,3
55.09,2.919,8.8228,6741.7957,764.1334094697495,2
36.39,6.818,41.9567,9620.655,229.29936519399843,3
111.91,-4.231,30.586,8584.1906,280.65717097126833,1
14.24,-3.862,25.483,4852.631,190.42599143765582,1
112.05,-3.222,12.5541,10058.7817,801.2363161833797,1
82.06,8.722,21.7443,10131.5087,465.938876092914,1
63.79,-4.082,31.0411,10120.6945,326.04138891216735,2
57.07,8.956,18.0997,9845.8629,543.9800850587428,2
48.93,-3.389,12.0512,7982.0101,662.3397479274337,3
19.35,8.046,32.3611,7375.1225,227.900902457588,3
78.77,6.839,30.3528,9779.3566,322.18935535458303,2
116.54,-4.396,15.0408,10730.5871,713.4303632554584,3
67.46,-4.672,2.1774,6839.714,3141.2687966111207,3
85.77,3.016,9.2224,8626.723,935.4142019068885,1
8.21,9.958,8.0871,6885.9679,851.4757998211185,3
50.12,8.182,28.4629,9170.6257,322.19601594954503,3
13.96,-0.35,8.5476,4479.3679,524.0471028263047,2
73.54,0.795,24.1685,8611.303,356.3029798354889,1
112.62,0.819,30.765,13636.2559,443.2394213703558,3
79.41,6.013,43.9903,9587.8917,217.95456757192562,3
9.22,0.117,12.3269,5204.6718,422.2214984931806,2
42.56,-2.783,9.3771,6363.0599,678.5776054303119,3
66.08,6.207,8.7454,6676.3545,763.4162230730398,1
48.38,1.87,18.0854,6497.9943,359.29457849450984,1
100.04,-3.848,32.4941,10421.5418,320.72062556742003,1
97.76,6.851,33.6259,10833.821,322.18646303116884,2
73.42,3.78,10.627,8957.5495,842.9049108884429,1
44.81,2.341,6.6485,7388.231,1111.2546057101576,1
30.64,5.1,22.489,5580.5548,248.1456548389811,1
12.7,2.581,7.1454,5429.8059,759.897515310539,1
42.59,4.726,40.6647,8285.5908,203.75366449495857,1
49.58,8.012,4.2857,6554.1231,1529.3061076473855,1
81.1,4.203,37.6295,10600.8916,281.7179016147152,2
78.98,4.894,2.2281,7504.5628,3368.0976962635636,1
8.41,4.208,40.3685,8533.5841,211.39211315375184,3
47.43,2.968,31.3949,8463.7395,269.5899007897485,2
21.81,-2.42,16.1864,6844.7431,422.869535485849,3
18.82,0.035,20.3354,5927.4455,291.4844749258246,3
99.28,5.397,33.7135,11250.4227,333.70675185134206,1
5.03,1.382,9.3628,5149.3614,549.9783165537685,3
50.3,1.092,44.527,10377.3929,233.05842599329605,3
20.18,6.389,24.1961,5283.7505,218.3722779629438,3
105.52,-4.916,38.031,11771.2306,309.5170456240372,1
66.84,5.185,25.3841,9234.9271,363.8070888971079,1
27.77,2.338,22.6687,6567.0951,289.6983688510818,1
60.29,0.651,23.5338,8880.0724,377.3324390369489,2
87.78,0.108,18.2199,9079.901,498.3501269963499,1
114.97,-2.407,36.6644,11736.5718,320.1078106448477,1
26.45,0.014,42.323,8798.4344,207.88774307195834,3
106.34,0.871,42.7344,12585.7353,294.5106804958392,1
112.12,1.562,6.1452,9367.6718,1524.3955908909002,3
109.97,5.085,38.0923,12911.4713,338.952634091759,1
76.25,1.804,10.0777,9173.9202,910.3156298316261,1
75.58,6.944,0.7077,7785.0861,11000.554635257808,1
48.39,4.596,13.8454,7013.3051,506.54384215004717,1
90.29,-2.156,14.7141,9013.6609,612.5848352054643,1
63.76,-0.842,40.5085,8559.5516,211.30274318341338,1
81.29,-3.811,37.1456,11632.5261,313.1604715508056,1
51.41,9.186,4.3258,5420.9025,1253.1676423677018,3
87.78,8.298,16.3655,9572.8693,584.9431583035038,2
98.94,-3.728,12.6399,8535.9925,675.3232181813611,2
17.57,3.611,29.8132,6273.4777,210.42608041501174,1
99.95,9.406,27.1214,11695.6551,431.2327013688668,2
64.84,6.207,33.9777,8515.9427,250.63292677387653,3
101.36,2.377,45.5454,13039.1167,286.2882180458057,3
51.76,-1.383,21.1116,7517.9721,356.10671904113576,3
45.48,-0.814,32.8306,8016.1815,244.16792502421364,2
109.81,6.044,45.9258,11555.3992,251.61024695301276,2
30.14,6.709,27.1299,5782.663,213.14753356650593,2
101.31,2.93,15.4832,8194.9232,529.277677972604,1
58.08,-3.186,20.2047,6689.5871,331.09035309417374,3
61.69,9.008,37.7552,10233.9088,271.0594287977831,3
37.02,7.671,36.0286,8237.9924,228.6517447585151,1
68.77,-2.892,37.4459,9229.9319,246.48692700471176,2
39.03,-4.149,37.1905,8032.4356,215.9807583670232,3
32.64,-0.738,38.2239,9873.1942,258.29926625085665,1
117.4,-3.692,28.7282,11384.7099,396.2902449901549,1
115.89,9.301,32.2442,12691.1065,393.59405154186084,2
47.42,7.452,48.3892,9048.0576,186.9850569922351,1
87.4,-3.292,43.528,9657.0244,221.85768670441252,3
41.5,8.149,38.8903,8916.2994,229.26809219822354,1
80.53,5.244,34.3072,8593.9239,250.4992767891224,2
96.65,-0.118,17.9901,10342.5675,574.9045557124805,3
113.61,8.069,27.4515,12799.489,466.25885914610063,2
48.03,3.97,2.8509,7872.9457,2761.5682860099623,2
94.0,7.73,20.8667,9517.2153,456.0953982309275,1
31.91,2.039,5.6836,6546.1118,1151.7481601660334,1
118.84,2.51,36.4591,12285.9394,336.97856211057416,2
72.42,0.815,8.7867,8451.0789,961.7989700370363,2
79.14,3.516,12.3596,9814.3062,794.0633611734481,1
82.57,9.206,42.8633,11252.5026,262.5203773262745,1
14.45,4.002,29.333,6954.0314,237.07173876174704,2
112.62,-2.789,29.4566,9844.3943,334.1998016231497,3
21.74,-4.895,28.1875,6051.384,214.68301370378217,1
74.73,7.765,10.9912,8058.5523,733.181408142812,2
26.72,0.465,12.2408,5402.1276,441.32071086870246,3
36.87,-0.276,47.4872,8922.5066,187.8929101132991,1
65.58,7.011,36.2012,10967.8793,302.97037859473915,1
50.06,9.18,4.6127,6482.8726,1405.445713280027,2
19.23,6.221,11.2246,4008.3189,357.1006419772372,1
20.51,-2.392,31.3931,6073.4096,193.46341900138617,2
50.18,0.871,14.2449,6290.9948,441.6306724750406,2
90.87,6.391,12.6615,10378.6464,819.7005593834883,1
107.76,8.604,10.1972,11263.0449,1104.5270995744975,3
10.1,9.979,9.3678,5637.6204,601.810256151067,1
47.17,2.673,30.7052,9120.3544,297.0296743684022,3
12.03,7.338,45.3019,6781.0401,149.68569975170263,1
79.41,-0.713,6.1633,9229.0662,1497.4279007564078,1
72.29,0.573,6.3025,10074.7237,1598.5187210854979,3
19.56,9.633,46.6911,8998.812,192.7307096831554,3
28.06,-4.949,26.4839,6257.8634,236.2893436468841,1
100.19,8.956,44.548,12876.2605,289.04247094958953,2
116.96,-0.4,25.4049,11706.3892,460.7919266644639,3
16.26,-1.624,24.0819,6381.3109,264.9838635383332,1
27.78,5.951,46.34,8495.6519,183.3331677753453,2
104.21,6.18,23.7755,9445.8234,397.2921415940793,1
111.18,2.083,19.609,10852.2911,553.4353863846989,3
50.36,9.204,29.1249,7382.3741,253.47259147529508,1
6.07,-1.959,48.8639,8049.3536,164.73022490384685,1
68.87,6.333,38.8025,9982.4134,257.2620535086025,1
47.15,0.523,25.0141,8096.7553,323.6874589321999,2
69.99,-3.002,21.0272,9162.8579,435.7619285657423,3
94.48,8.949,9.0534,8796.2882,971.6005837581434,2
36.77,-3.578,33.0983,6008.3054,181.5293774267806,3
70.6,0.835,38.6105,9775.7261,253.18845194048123,1
47.72,-3.442,20.7606,6773.9851,326.29036470452763,1
116.86,7.946,19.9806,13538.7686,677.5940617601129,1
65.3,8.84,37.3542,9476.274,253.68680668555038,1
33.03,2.236,21.3234,6123.3914,287.16768392962894,2
85.13,1.382,35.7297,10823.7184,302.9336594177381,1
32.58,3.086,42.7678,9059.4537,211.82898646701955,1
108.51,-1.607,6.9302,10677.4178,1540.6987156546095,1
44.97,-0.531,24.0032,6813.6207,283.86245064673346,1
65.98,-3.485,47.2511,10495.781,222.12782966277314,1
6.07,1.697,40.6279,7900.8375,194.4684906292273,1
51.13,4.175,48.6833,10249.8324,210.54124255637518,1
99.88,8.953,43.0294,12386.0717,287.85142213934427,3
96.68,6.086,15.58,9236.2559,592.8289011236386,3
26.92,5.846,9.0397,7600.613,840.8022546437513,1
27.13,-0.38,10.606,5632.9702,531.1098497826987,2
98.08,8.324,10.9229,8116.8441,743.1001569773927,1
111.65,9.204,3.8792,10682.2648,2753.69607743068,2
11.44,8.984,45.3491,9538.5785,210.33678190889347,2
54.01,-4.418,25.1772,9333.9326,370.72994656731345,2
40.49,4.065,5.1534,5800.4938,1125.5592323563048,2
104.48,4.648,38.1558,11769.4294,308.45702024173914,2
10.02,-0.574,16.3495,6076.7241,371.6770758507839,3
25.34,9.886,3.6448,4847.2522,1329.9193008813725,1
90.3,-0.632,9.5689,10000.2332,1045.08178894019,3
6.16,-1.751,32.9117,6765.2799,205.5582811026206,3
59.1,2.262,39.7209,9762.8905,245.78715560933858,1
53.05,-0.153,12.7585,7460.5599,584.7535898158721,3
40.13,8.86,28.8952,7465.5583,258.3666613775567,1
47.35,1.601,0.1435,5538.8077,38587.03612695489,1
63.59,1.152,13.9915,8705.7043,622.2122457059332,1
19.36,4.388,9.1635,5402.6132,589.5778717132159,1
68.64,-3.783,3.9197,7876.0147,2009.3634416361076,2
96.65,6.351,24.2464,9890.3021,407.9084807685938,2
91.22,6.526,31.5877,8535.1266,270.2043367617615,3
18.47,2.11,2.4142,4102.0399,1699.14415272049,1
17.91,9.335,6.9808,5314.3794,761.2884464548656,1
32.18,3.69,46.6213,7948.9297,170.49984910276368,1
43.33,5.429,11.2333,7116.2866,633.4974626680922,1
49.01,8.865,38.0234,9581.054,251.97790999595185,2
81.56,4.995,37.412,9793.445,261.77299380393555,2
6.8,1.477,16.147,4298.6394,266.21962144553646,2
47.03,5.924,12.2731,6771.8238,551.7600095113268,1
83.66,9.473,28.3384,10352.0034,365.3000357047596,2
23.21,2.054,19.1198,6572.9316,343.77554017158377,2
76.98,0.097,24.8287,10391.6538,418.5337541574149,1
31.18,2.789,40.5995,7681.7322,189.2077301840706,2
106.33,5.927,25.1646,9110.0175,362.0173270991719,1
107.48,-4.99,49.7619,13736.4524,276.0434370490819,1
35.67,8.308,33.3251,7315.1947,219.510013801592,2
27.6,8.295,10.4417,6310.7596,604.3828991295761,3
49.36,3.119,25.026,6965.5406,278.3323020306175,1
28.86,-3.164,40.6895,7378.5209,181.33702396754813,3
80.69,5.077,10.9932,9447.554,859.3961707568824,2
99.13,-2.932,36.4982,10460.5366,286.60445453691665,1
80.77,2.613,1.7691,8149.2448,4606.417637332919,1
98.92,-3.596,47.1374,11969.7283,253.93257135218397,2
47.64,3.836,33.2018,7562.1578,227.76382236593838,3
18.76,-0.229,8.2123,4534.7371,552.1912505435201,2
88.55,7.465,43.7273,12539.0502,286.7556107908048,2
43.26,6.999,4.1829,7938.1324,1897.7799053975898,2
80.55,9.977,20.3559,10701.5618,525.7240090141286,3
32.48,-1.137,36.8738,6346.985,172.12735820192196,1
9.75,-4.073,46.8766,5382.4753,114.82224428626274,1
119.11,1.645,17.5056,10857.2529,620.2148357867261,2
18.74,-3.749,41.5425,7848.4515,188.92578788334558,2
118.61,-2.323,9.9179,9114.4969,918.9911462737701,3
117.27,3.96,1.852,9476.1405,5116.686004895939,2
95.26,3.882,1.5352,8177.7877,5326.948372398,3
79.13,-4.35,32.9427,8611.957,261.42225815361724,3
69.34,1.644,7.7949,8919.4186,1144.2568313238328,3
103.93,2.953,2.6112,9230.1634,3534.8587478957693,2
34.73,-0.98,48.8397,9093.1486,186.18354206622683,1
56.12,8.081,12.1764,9464.2639,777.2621153645191,3
74.33,-2.584,23.1815,8417.7385,363.1236052020564,1
49.34,-1.191,30.6927,9723.0974,316.78809241913393,3
51.3,-2.645,7.3084,6187.3404,846.6117701457769,2
39.63,-3.252,17.9227,6897.5642,384.8501688787115,3
67.71,8.185,32.4206,10522.5539,324.5641074885545,3
102.07,-0.832,32.0241,9697.3613,302.8143919648943,1
24.18,5.838,42.1187,7433.3886,176.48682751452887,2
112.13,1.42,21.9274,10434.9565,475.8870779400665,3
82.69,4.538,44.5024,12157.7664,273.19350816432274,2
98.79,8.923,34.1414,10330.2928,302.57363376646833,1
66.74,7.669,28.149,8316.8836,295.4587754405298,2
93.54,-3.965,5.9451,9051.0816,1522.4368968036574,2
98.21,1.777,29.7741,9955.0259,334.35148650275784,3
106.79,5.086,35.985,12669.0907,352.0654945230227,2
119.04,9.253,26.546,10408.6574,392.0987364351762,3
35.29,-3.588,29.6822,6417.4343,216.20498419245837,1
25.24,6.521,38.6399,6660.6393,172.37723456256776,2
91.84,-1.947,17.6369,9786.6086,554.8948921433112,2
30.36,0.702,6.8351,5268.5292,770.8096516152461,3
103.87,8.107,43.7275,11576.9432,264.75176498999184,3
12.34,3.187,48.2544,7487.6276,155.16972393410808,3
15.11,-3.988,21.5223,5036.8973,234.03142851274092,2
117.5,2.621,49.5165,14211.5059,287.0057005408073,3
80.86,6.845,16.2025,8834.2561,545.2411088452109,2
101.63,2.933,3.422,9682.4755,2829.43941383967,3
38.92,-2.497,28.6657,8255.7404,288.0003244466046,2
81.18,1.676,43.4232,9850.661,226.85241585727036,2
71.31,8.865,30.9123,10821.4228,350.06802451266486,2
72.38,4.873,0.5704,5932.17,10399.749549208254,3
81.9,5.948,0.6905,8294.6819,12013.42923919552,3
69.04,6.789,36.2451,8886.5167,245.17830469179168,1
51.49,-3.64,42.2826,8470.9532,200.3412765352421,2
33.11,3.723,12.7265,8008.2068,629.2528828890904,3
92.23,0.639,23.5595,9981.3343,423.66423282813435,1
27.15,-2.913,48.0584,7423.7344,154.47307577046402,1
83.08,-1.959,23.0826,8139.2451,352.613164427195,3
28.0,6.717,6.8771,4324.5024,628.8242940266535,2
75.04,-2.578,45.5915,9684.9361,212.42861626357237,1
89.65,-0.314,24.8089,9585.8954,386.3898968300338,1
26.25,-0.727,17.2809,7052.8523,408.12952893877696,2
7.19,-4.271,4.9619,3613.1229,728.1743021491418,3
15.72,1.932,22.9676,4684.8191,203.975230149503,2
72.72,6.489,38.5067,10330.1274,268.2685130027527,2
101.93,-4.668,35.8875,12517.2961,348.7926592591842,3
5.4,-3.312,24.8797,6726.2669,270.3513515838315,1
88.1,5.803,36.0048,9554.3346,265.36269893356524,2
40.96,3.904,17.603,7390.9302,419.86878282884675,1
57.42,5.729,36.7899,8536.8112,232.04235475668204,1
111.46,-1.548,4.3781,8214.7755,1876.3186775310908,1
39.84,7.057,10.0418,5828.9568,580.4705769441268,3
55.84,2.198,43.8984,8581.2691,195.4802514951219,1
9.79,-3.618,10.3765,4112.4356,396.32297062079493,2
31.03,-1.925,4.5412,4733.0243,1042.2341831977283,2
75.77,-1.641,3.4424,7423.4224,2156.4636519719575,2
51.17,-3.612,24.8993,7547.4182,303.1173823642173,3
65.78,3.958,45.9683,10168.7673,221.21252329331466,1
20.96,3.219,39.378,8008.4894,203.3746922491015,1
35.51,4.118,2.1296,5833.6211,2739.2765367409756,3
79.66,4.275,15.0579,8004.9465,531.6099392548692,3
115.84,2.503,9.4634,10935.8798,1155.5912613106088,3
6.05,2.407,3.4403,4928.0905,1432.4600347729659,1
106.85,8.862,5.5212,8068.8156,1461.4339553853738,3
69.23,3.008,45.4164,11158.4601,245.69228422391978,1
67.67,4.26,15.5732,8335.3919,535.2411423766038,1
60.03,-0.995,19.672,6366.0909,323.6122501070199,2
8.33,8.066,24.3365,6119.7653,251.46475380385925,1
10.79,-4.634,37.272,6041.4126,162.09000623155984,3
72.11,3.358,39.9387,10371.4012,259.6830805352695,3
40.92,0.758,48.1901,9335.1468,193.71501659204648,3
110.07,4.059,10.6128,9559.8405,900.7809770829928,1
48.79,0.403,15.1232,7858.0176,519.60010805637,1
17.19,5.765,15.7167,4785.9803,304.51482977684805,2
85.77,-4.695,22.3184,10359.1617,464.15313577184276,2
35.2,1.088,40.3895,8559.1597,211.91558469956388,3
63.06,7.469,12.0489,7208.7209,598.2907638807286,1
83.74,-1.247,39.1678,9998.5402,255.2745147093966,3
108.03,-4.209,10.2816,9484.5516,922.478450440402,3
95.06,2.448,35.5364,8813.5917,248.0161206748852,3
81.16,9.648,39.9702,10803.7136,270.2944400281719,2
81.56,-4.038,42.7038,9852.0083,230.7056120497389,3
113.51,-3.949,25.5632,10520.4351,411.5453124453078,2
35.5,3.927,16.5029,6186.452,374.8711007262827,1
32.63,1.153,16.1137,7744.8157,480.6345371915993,2
26.15,7.458,7.4896,5423.0412,724.0733180823939,1
79.42,-2.017,41.7509,10499.956,251.4908086791583,2
76.05,5.789,20.6209,10156.0987,492.51427686261314,3
71.22,2.567,28.5846,7520.2502,263.0874269901816,1
87.45,9.594,6.8763,9840.9126,1431.1449631173934,1
38.82,2.274,27.9035,8173.4475,292.91860757026075,2
79.81,3.77,27.9824,10013.7369,357.85900035905973,2
66.79,6.188,43.1084,9842.6827,228.32413538301236,2
41.13,-0.22,17.1288,7281.3398,425.0928330921652,1
16.15,-1.599,20.1206,4943.6923,245.70323091748085,3
11.33,9.47,26.0127,5506.7965,211.69622400166088,3
99.78,1.489,8.4433,8700.9523,1030.5181382284202,1
110.21,-4.976,23.586,9301.6592,394.37199236147677,3
77.97,7.566,21.8605,9288.1013,424.88091115278655,1
12.41,3.995,9.95,5280.0829,530.6624309803407,3
48.24,-2.472,41.6678,9239.7139,221.7469765949034,3
87.47,-4.548,21.6086,9243.9625,427.7912032100296,3
93.58,-0.628,15.3727,9437.9838,613.944888300029,2
14.19,8.918,6.6057,6079.1832,920.2971278958843,2
85.46,-0.335,48.0153,11345.3242,236.28549635429306,2
42.79,7.539,49.7582,11213.5325,225.36069006719111,1
30.54,1.628,44.9065,7369.2589,164.10236269931272,2
64.84,0.017,40.415,8890.7798,219.98714697562207,2
102.14,2.74,41.7307,11027.2592,264.24823988171255,2
114.92,-0.593,15.0605,10649.1502,707.0923687598022,2
67.89,-4.083,29.3428,9053.3828,308.53795328004287,1
61.74,-2.909,47.8454,10820.3861,226.15302473130308,1
10.21,-0.64,14.0754,5580.2642,396.4555751951847,3
65.86,9.644,33.178,9635.7678,290.4261570028891,3
45.6,9.485,33.1608,8663.1114,261.2455311896717,3
72.86,7.415,22.6883,9580.5796,422.2702501670483,2
46.65,-1.512,24.5674,7791.5517,317.14990341747244,3
28.84,1.624,22.8735,8390.9732,366.8427597740434,1
11.4,1.597,26.1017,6045.6529,231.6187836748313,3
37.79,0.805,7.524,6984.3939,928.2805292744774,3
11.6,-4.327,39.7579,7470.6346,187.9032395931319,3
21.23,3.018,33.0876,6404.0478,193.5479898464007,3
118.48,-3.908,48.6937,14019.6753,287.91540365669107,3
53.29,7.029,12.3576,6411.3473,518.818361222664,1
63.82,5.37,7.3838,7213.7195,976.9636963305384,2
104.83,0.291,17.1934,10930.937,635.7617773379458,3
119.47,4.707,25.5361,12994.0264,508.8493706105336,2
69.93,-1.504,10.33,8271.3241,800.7108100260925,3
97.5,-1.021,23.084,9329.9913,404.17582515488533,2
39.23,-0.288,32.1664,8211.1209,255.27011408551755,1
36.69,6.955,2.9029,5641.534,1943.3812489565241,2
48.32,-1.84,37.9257,8847.848,233.29431638747124,3
80.7,3.442,46.9916,12028.566,255.97272371285257,2
81.86,-1.993,13.4856,7024.1885,520.8663921294966,2
37.83,-0.724,38.8335,8947.2127,230.39936055604892,3
15.99,-1.468,20.9549,4366.4681,208.3743641207431,2
75.89,4.675,33.2552,10251.08,308.255044534329,3
15.4,2.901,37.1765,6424.7642,172.81787790826397,1
69.42,5.819,14.8192,7364.4624,496.9546139554881,3
83.21,-1.701,39.3911,10591.7963,268.8877817730382,1
84.07,-4.863,5.3451,8425.3708,1576.292439094807,2
90.42,5.208,49.3376,12741.1877,258.24514095097396,3
104.74,-3.277,16.9175,11790.3677,696.9312918384556,2
60.0,-1.305,11.2678,6784.4299,602.1100127539011,1
87.63,-0.415,7.0188,7495.7932,1067.953759374365,1
74.3,6.202,40.6279,11099.3817,273.1961268431997,2
22.4,4.388,29.3359,8712.9271,297.00531703085073,3
34.14,3.968,32.4192,6579.9501,202.9649069180513,3
53.16,5.622,17.0956,7419.6525,434.0097362237118,3
74.05,0.833,41.837,11335.8911,270.95382142212856,1
102.0,-1.311,14.1336,9665.5879,683.8716519316091,3
23.55,5.185,14.613,4855.0281,332.24147411612853,2
15.07,4.163,1.5112,3887.7519,2572.66571316273,1
115.62,-3.831,12.6759,11226.3373,885.6419507704029,2
12.97,5.0,13.1456,4936.5356,375.5285296655247,2
57.42,2.328,14.9463,7767.5957,519.6994309825234,2
70.27,6.301,18.4946,7178.066,388.11754664609487,1
64.96,-2.139,28.876,7211.7827,249.74978479155305,3
10.32,-1.127,10.8979,4075.5042,373.9711095002257,2
6.84,3.15,31.8744,6331.7336,198.6465200080498,2
12.66,2.226,6.7524,5266.7365,779.9774511506149,3
70.27,0.795,46.5525,11099.2228,238.42401144705272,3
65.32,6.19,1.4029,8719.661,6215.451103287087,3
28.05,3.471,45.4191,7809.5172,171.94355634783318,3
76.53,5.654,27.4053,8957.9348,326.8687832722297,2
98.41,-2.701,35.5313,12062.307,339.48433098003926,1
59.78,1.923,8.7726,7400.3878,843.58366295881,3
82.72,-4.493,47.37,11951.6682,252.3045540701454,2
30.28,-1.483,22.1061,7608.469,344.1797651709705,3
36.93,-4.614,24.0776,7335.1385,304.6458298813012,2
73.64,1.853,49.2854,10201.7445,206.99343678243486,2
107.75,-0.112,16.8698,10337.8444,612.8006367591388,2
97.19,9.812,5.0996,10926.1694,2142.570619204634,2
69.98,8.028,29.387,9704.7594,330.2396590701911,3
87.63,7.385,27.7849,10771.8282,387.6864355276969,1
43.78,2.517,38.6779,9529.9625,246.3929155450966,3
76.92,7.106,47.7584,12341.0457,258.4057785411204,1
